1,100
2,11
3,97
4,2
5,78
6,15
7,53
8,51
9,53
10,53
11,79
12,81
13,10
14,85
15,59
16,12
17,56
18,44
19,88
20,44
21,83
22,61
23,47
24,29
25,52
26,56
27,8
28,76
29,89
30,28
31,45
32,47
33,75
34,50
35,96
36,87
37,45
38,96
39,80
40,18
41,57
42,50
43,73
44,64
45,97
46,95
47,42
48,67
49,73
50,4
51,62
52,83
53,5
54,97
55,15
56,5
57,3
58,25
59,61
60,50
61,18
62,4
63,24
64,5
65,85
66,26
67,35
68,4
69,5
70,19
71,34
72,6
73,15
74,49
75,30
76,29
77,68
78,60
79,27
80,24
81,18
82,86
83,17
84,61
85,76
86,71
87,38
88,24
89,98
90,9
91,88
92,27
93,54
94,54
95,99
96,57
97,95
98,91
99,38
100,93
1,94
2,94
3,56
4,32
5,46
6,54
7,93
8,85
9,95
10,46
11,82
12,40
13,30
14,38
15,86
16,64
17,79
18,76
19,66
20,55
21,69
22,81
23,24
24,21
25,46
26,56
27,30
28,93
29,88
30,65
31,92
32,46
33,83
34,1
35,58
36,83
37,47
38,37
39,73
40,75
41,16
42,73
43,76
44,64
45,87
46,39
47,72
48,69
49,68
50,74
51,62
52,50
53,52
54,45
55,3
56,46
57,77
58,89
59,29
60,73
61,46
62,83
63,25
64,48
65,40
66,8
67,46
68,40
69,46
70,56
71,80
72,88
73,13
74,60
75,100
76,88
77,61
78,35
79,74
80,65
81,15
82,1
83,52
84,68
85,50
86,42
87,94
88,1
89,4
90,79
91,21
92,54
93,59
94,31
95,34
96,69
97,60
98,7
99,84
100,31
1,63
2,7
3,71
4,24
5,87
6,59
7,26
8,54
9,22
10,68
11,25
12,26
13,52
14,99
15,5
16,76
17,27
18,60
19,65
20,47
21,13
22,66
23,83
24,38
25,85
26,43
27,78
28,92
29,5
30,12
31,94
32,61
33,95
34,92
35,90
36,17
37,28
38,98
39,100
40,50
41,84
42,94
43,13
44,47
45,37
46,69
47,22
48,33
49,35
50,35
51,93
52,4
53,80
54,100
55,41
56,91
57,69
58,97
59,77
60,75
61,12
62,64
63,77
64,70
65,31
66,27
67,71
68,13
69,59
70,6
71,43
72,15
73,33
74,96
75,96
76,17
77,69
78,9
79,5
80,98
81,32
82,7
83,90
84,50
85,70
86,44
87,23
88,63
89,2
90,91
91,2
92,24
93,42
94,42
95,20
96,11
97,31
98,33
99,100
100,44
1,66
2,53
3,92
4,22
5,21
6,78
7,3
8,34
9,80
10,98
11,14
12,84
13,100
14,7
15,68
16,83
17,10
18,59
19,41
20,41
21,23
22,15
23,87
24,65
25,10
26,53
27,8
28,56
29,48
30,12
31,13
32,59
33,81
34,29
35,38
36,52
37,90
38,76
39,36
40,81
41,18
42,82
43,54
44,86
45,6
46,93
47,84
48,69
49,91
50,70
51,45
52,69
53,34
54,45
55,84
56,19
57,58
58,52
59,57
60,16
61,77
62,61
63,26
64,87
65,33
66,18
67,59
68,63
69,41
70,10
71,87
72,36
73,6
74,80
75,61
76,83
77,100
78,24
79,4
80,62
81,29
82,67
83,89
84,38
85,99
86,72
87,80
88,50
89,5
90,9
91,11
92,59
93,98
94,28
95,34
96,84
97,82
98,45
99,37
100,8
1,45
2,73
3,95
4,92
5,75
6,68
7,60
8,59
9,66
10,30
11,3
12,59
13,83
14,99
15,16
16,94
17,8
18,78
19,99
20,92
21,91
22,88
23,12
24,85
25,72
26,96
27,64
28,91
29,44
30,15
31,10
32,4
33,99
34,81
35,93
36,89
37,33
38,16
39,68
40,80
41,56
42,86
43,2
44,3
45,78
46,51
47,82
48,20
49,41
50,10
51,38
52,3
53,8
54,69
55,37
56,11
57,16
58,49
59,77
60,90
61,86
62,7
63,87
64,63
65,89
66,100
67,18
68,52
69,11
70,75
71,67
72,7
73,4
74,37
75,30
76,10
77,23
78,48
79,94
80,76
81,43
82,72
83,55
84,74
85,13
86,34
87,4
88,31
89,36
90,99
91,80
92,4
93,18
94,15
95,26
96,92
97,71
98,33
99,82
100,69
